agent_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
2676,2,1,33.45,33.80,0.05,1,0.35,1,1,2,1,1.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.5;33.6;33.8;,0.11;0.19;,"<2;33.50;0;0><5; 33.61;0.11;0.00><1; 33.80;0.19;0.00>"
2677,3,4,33.45,34.20,0.05,1,0.75,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.5;33.8;34.2;,0.30;0.40;,"<3;33.50;0;0><5; 33.80;0.30;0.00><4; 34.20;0.40;0.00>"
2678,1,2,33.45,50.80,0.05,1,17.35,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.5;50.6;50.8;,17.09;0.21;,"<1;33.50;0;0><5; 50.59;17.09;0.00><2; 50.80;0.21;0.00>"
2679,4,3,33.45,33.80,0.05,1,0.35,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.5;33.6;33.8;,0.11;0.19;,"<4;33.50;0;0><5; 33.61;0.11;0.00><3; 33.80;0.19;0.00>"
2680,3,4,33.51,34.20,-0.01,1,0.69,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.5;33.8;34.2;,0.30;0.40;,"<3;33.50;0;0><5; 33.80;0.30;0.00><4; 34.20;0.40;0.00>"
2681,2,1,33.51,33.90,-0.01,1,0.39,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.5;33.7;33.9;,0.17;0.23;,"<2;33.50;0;0><5; 33.67;0.17;0.00><1; 33.90;0.23;0.00>"
2682,1,2,33.51,50.80,-0.01,1,17.29,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.5;50.6;50.8;,17.15;0.15;,"<1;33.50;0;0><5; 50.65;17.15;0.00><2; 50.80;0.15;0.00>"
2683,4,3,33.51,33.90,-0.01,1,0.39,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.5;33.7;33.9;,0.17;0.23;,"<4;33.50;0;0><5; 33.67;0.17;0.00><3; 33.90;0.23;0.00>"
2684,1,2,33.57,50.90,0.03,1,17.33,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.6;50.7;50.9;,17.11;0.19;,"<1;33.60;0;0><5; 50.71;17.11;0.00><2; 50.90;0.19;0.00>"
2685,2,1,33.57,33.90,0.03,1,0.33,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.6;33.7;33.9;,0.13;0.17;,"<2;33.60;0;0><5; 33.73;0.13;0.00><1; 33.90;0.17;0.00>"
2686,3,4,33.57,34.30,0.03,1,0.73,1,1,2,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.6;33.7;34.3;,0.14;0.56;,"<3;33.60;0;0><5; 33.74;0.14;0.00><4; 34.30;0.56;0.00>"
2687,4,3,33.57,33.90,0.03,1,0.33,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.6;33.7;33.9;,0.13;0.17;,"<4;33.60;0;0><5; 33.73;0.13;0.00><3; 33.90;0.17;0.00>"
2688,3,4,33.63,34.30,0.07,1,0.67,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.7;33.8;34.3;,0.10;0.50;,"<3;33.70;0;0><5; 33.80;0.10;0.00><4; 34.30;0.50;0.00>"
2689,2,1,33.63,34.00,0.07,1,0.37,1,1,1,1,15.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.7;33.8;34.0;,0.09;0.21;,"<2;33.70;0;0><5; 33.79;0.09;0.00><1; 34.00;0.21;0.00>"
2690,1,2,33.63,51.00,0.07,1,17.37,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.7;50.8;51.0;,17.07;0.23;,"<1;33.70;0;0><5; 50.77;17.07;0.00><2; 51.00;0.23;0.00>"
2691,4,3,33.63,34.00,0.07,1,0.37,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.7;33.8;34.0;,0.09;0.21;,"<4;33.70;0;0><5; 33.79;0.09;0.00><3; 34.00;0.21;0.00>"
2692,3,4,33.69,34.30,0.01,1,0.61,1,1,1,1,60.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.7;33.9;34.3;,0.16;0.44;,"<3;33.70;0;0><5; 33.86;0.16;0.00><4; 34.30;0.44;0.00>"
2693,1,2,33.69,51.00,0.01,1,17.31,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.7;50.8;51.0;,17.13;0.17;,"<1;33.70;0;0><5; 50.83;17.13;0.00><2; 51.00;0.17;0.00>"
2694,2,1,33.69,34.00,0.01,1,0.31,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.7;33.8;34.0;,0.15;0.15;,"<2;33.70;0;0><5; 33.85;0.15;0.00><1; 34.00;0.15;0.00>"
2695,4,3,33.69,34.10,0.01,1,0.41,1,1,2,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.7;33.9;34.1;,0.15;0.25;,"<4;33.70;0;0><5; 33.85;0.15;0.00><3; 34.10;0.25;0.00>"
2696,1,3,33.73,52.20,0.07,1,18.47,1,1,1,1,30.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,33.8;52.0;52.2;,18.20;0.20;,"<1;33.80;0;0><5; 52.00;18.20;0.00><3; 52.20;0.20;0.00>"
2697,2,4,33.73,34.30,0.07,1,0.57,1,1,2,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,33.8;33.9;34.3;,0.09;0.41;,"<2;33.80;0;0><5; 33.89;0.09;0.00><4; 34.30;0.41;0.00>"
2698,4,1,33.73,34.10,0.07,1,0.37,1,1,1,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,33.8;33.9;34.1;,0.10;0.20;,"<4;33.80;0;0><5; 33.90;0.10;0.00><1; 34.10;0.20;0.00>"
2699,3,2,33.73,34.10,0.07,1,0.37,1,1,1,1,30.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,33.8;33.9;34.1;,0.11;0.19;,"<3;33.80;0;0><5; 33.91;0.11;0.00><2; 34.10;0.19;0.00>"
2700,2,1,33.75,34.10,0.05,1,0.35,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.8;33.9;34.1;,0.11;0.19;,"<2;33.80;0;0><5; 33.91;0.11;0.00><1; 34.10;0.19;0.00>"
2701,3,4,33.75,35.60,0.05,1,1.85,1,1,1,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.8;35.4;35.6;,1.60;0.20;,"<3;33.80;0;0><5; 35.40;1.60;0.00><4; 35.60;0.20;0.00>"
2702,1,2,33.75,51.10,0.05,1,17.35,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.8;50.9;51.1;,17.09;0.21;,"<1;33.80;0;0><5; 50.89;17.09;0.00><2; 51.10;0.21;0.00>"
2703,4,3,33.75,34.10,0.05,1,0.35,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.8;33.9;34.1;,0.11;0.19;,"<4;33.80;0;0><5; 33.91;0.11;0.00><3; 34.10;0.19;0.00>"
2704,1,2,33.81,51.10,-0.01,1,17.29,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.8;50.9;51.1;,17.15;0.15;,"<1;33.80;0;0><5; 50.95;17.15;0.00><2; 51.10;0.15;0.00>"
2705,2,1,33.81,34.20,-0.01,1,0.39,1,1,1,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.8;34.0;34.2;,0.17;0.23;,"<2;33.80;0;0><5; 33.97;0.17;0.00><1; 34.20;0.23;0.00>"
2706,3,4,33.81,35.60,-0.01,1,1.79,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.8;35.4;35.6;,1.60;0.20;,"<3;33.80;0;0><5; 35.40;1.60;0.00><4; 35.60;0.20;0.00>"
2707,4,3,33.81,34.20,-0.01,1,0.39,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.8;34.0;34.2;,0.17;0.23;,"<4;33.80;0;0><5; 33.97;0.17;0.00><3; 34.20;0.23;0.00>"
2708,1,2,33.87,51.20,0.03,1,17.33,1,1,1,1,60.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,33.9;51.0;51.2;,17.11;0.19;,"<1;33.90;0;0><5; 51.01;17.11;0.00><2; 51.20;0.19;0.00>"
2709,2,1,33.87,34.20,0.03,1,0.33,1,1,1,1,20.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,33.9;34.0;34.2;,0.13;0.17;,"<2;33.90;0;0><5; 34.03;0.13;0.00><1; 34.20;0.17;0.00>"
2710,3,4,33.87,35.60,0.03,1,1.73,1,1,2,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,33.9;35.4;35.6;,1.50;0.20;,"<3;33.90;0;0><5; 35.40;1.50;0.00><4; 35.60;0.20;0.00>"
2711,4,3,33.87,34.30,0.03,1,0.43,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,33.9;34.0;34.3;,0.13;0.27;,"<4;33.90;0;0><5; 34.03;0.13;0.00><3; 34.30;0.27;0.00>"
2712,1,2,33.93,51.30,0.07,1,17.37,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.0;51.1;51.3;,17.07;0.23;,"<1;34.00;0;0><5; 51.07;17.07;0.00><2; 51.30;0.23;0.00>"
2713,2,1,33.93,34.30,0.07,1,0.37,1,1,2,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.0;34.1;34.3;,0.09;0.21;,"<2;34.00;0;0><5; 34.09;0.09;0.00><1; 34.30;0.21;0.00>"
2714,3,4,33.93,35.70,0.07,1,1.77,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.0;35.4;35.7;,1.40;0.30;,"<3;34.00;0;0><5; 35.40;1.40;0.00><4; 35.70;0.30;0.00>"
2715,4,3,33.93,34.30,0.07,1,0.37,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.0;34.1;34.3;,0.09;0.21;,"<4;34.00;0;0><5; 34.09;0.09;0.00><3; 34.30;0.21;0.00>"
2716,3,4,33.99,35.70,0.01,1,1.71,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.0;35.4;35.7;,1.40;0.30;,"<3;34.00;0;0><5; 35.40;1.40;0.00><4; 35.70;0.30;0.00>"
2717,2,1,33.99,34.40,0.01,1,0.41,1,1,1,1,1.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.0;34.1;34.4;,0.15;0.25;,"<2;34.00;0;0><5; 34.15;0.15;0.00><1; 34.40;0.25;0.00>"
2718,1,2,33.99,51.30,0.01,1,17.31,1,1,1,1,20.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.0;51.1;51.3;,17.13;0.17;,"<1;34.00;0;0><5; 51.13;17.13;0.00><2; 51.30;0.17;0.00>"
2719,4,3,33.99,34.40,0.01,1,0.41,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.0;34.2;34.4;,0.15;0.25;,"<4;34.00;0;0><5; 34.15;0.15;0.00><3; 34.40;0.25;0.00>"
2720,1,3,34.03,52.20,0.07,1,18.17,1,1,1,1,20.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,34.1;52.0;52.2;,17.90;0.20;,"<1;34.10;0;0><5; 52.00;17.90;0.00><3; 52.20;0.20;0.00>"
2721,4,1,34.03,34.40,0.07,1,0.37,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,34.1;34.2;34.4;,0.10;0.20;,"<4;34.10;0;0><5; 34.20;0.10;0.00><1; 34.40;0.20;0.00>"
2722,2,4,34.03,34.40,0.07,1,0.37,1,1,2,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,34.1;34.2;34.4;,0.09;0.21;,"<2;34.10;0;0><5; 34.19;0.09;0.00><4; 34.40;0.21;0.00>"
2723,3,2,34.03,35.60,0.07,1,1.57,1,1,1,1,15.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,34.1;35.4;35.6;,1.30;0.20;,"<3;34.10;0;0><5; 35.40;1.30;0.00><2; 35.60;0.20;0.00>"
2724,1,2,34.05,51.40,0.05,1,17.35,1,1,2,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.1;51.2;51.4;,17.09;0.21;,"<1;34.10;0;0><5; 51.19;17.09;0.00><2; 51.40;0.21;0.00>"
2725,3,4,34.05,35.70,0.05,1,1.65,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.1;35.5;35.7;,1.40;0.20;,"<3;34.10;0;0><5; 35.50;1.40;0.00><4; 35.70;0.20;0.00>"
2726,2,1,34.05,34.40,0.05,1,0.35,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.1;34.2;34.4;,0.11;0.19;,"<2;34.10;0;0><5; 34.21;0.11;0.00><1; 34.40;0.19;0.00>"
2727,4,3,34.05,34.40,0.05,1,0.35,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.1;34.2;34.4;,0.11;0.19;,"<4;34.10;0;0><5; 34.21;0.11;0.00><3; 34.40;0.19;0.00>"
2728,1,2,34.11,51.40,-0.01,1,17.29,1,1,1,1,20.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.1;51.2;51.4;,17.15;0.15;,"<1;34.10;0;0><5; 51.25;17.15;0.00><2; 51.40;0.15;0.00>"
2729,2,1,34.11,34.50,-0.01,1,0.39,1,1,1,1,40.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.1;34.3;34.5;,0.17;0.23;,"<2;34.10;0;0><5; 34.27;0.17;0.00><1; 34.50;0.23;0.00>"
2730,3,4,34.11,35.70,-0.01,1,1.59,1,1,2,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.1;35.5;35.7;,1.40;0.20;,"<3;34.10;0;0><5; 35.50;1.40;0.00><4; 35.70;0.20;0.00>"
2731,4,3,34.11,34.50,-0.01,1,0.39,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,10,3,,,4;5;3;,34.1;34.3;34.5;,0.17;0.23;,"<4;34.10;0;0><5; 34.27;0.17;0.00><3; 34.50;0.23;0.00>"
2732,1,2,34.17,51.50,0.03,1,17.33,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.2;51.3;51.5;,17.11;0.19;,"<1;34.20;0;0><5; 51.31;17.11;0.00><2; 51.50;0.19;0.00>"
2733,4,3,34.17,34.50,0.03,1,0.33,1,1,1,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.2;34.3;34.5;,0.13;0.17;,"<4;34.20;0;0><5; 34.33;0.13;0.00><3; 34.50;0.17;0.00>"
2734,2,1,34.17,34.50,0.03,1,0.33,1,1,2,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.2;34.3;34.5;,0.13;0.17;,"<2;34.20;0;0><5; 34.33;0.13;0.00><1; 34.50;0.17;0.00>"
2735,3,4,34.17,35.70,0.03,1,1.53,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.2;35.5;35.7;,1.30;0.20;,"<3;34.20;0;0><5; 35.50;1.30;0.00><4; 35.70;0.20;0.00>"
2736,1,2,34.23,52.20,0.07,1,17.97,1,1,2,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.3;52.0;52.2;,17.70;0.20;,"<1;34.30;0;0><5; 52.00;17.70;0.00><2; 52.20;0.20;0.00>"
2737,4,3,34.23,34.60,0.07,1,0.37,1,1,2,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.3;34.4;34.6;,0.09;0.21;,"<4;34.30;0;0><5; 34.39;0.09;0.00><3; 34.60;0.21;0.00>"
2738,3,4,34.23,35.80,0.07,1,1.57,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.3;35.5;35.8;,1.20;0.30;,"<3;34.30;0;0><5; 35.50;1.20;0.00><4; 35.80;0.30;0.00>"
2739,2,1,34.23,34.60,0.07,1,0.37,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.3;34.4;34.6;,0.09;0.21;,"<2;34.30;0;0><5; 34.39;0.09;0.00><1; 34.60;0.21;0.00>"
2740,1,2,34.29,52.20,0.01,1,17.91,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.3;52.0;52.2;,17.70;0.20;,"<1;34.30;0;0><5; 52.00;17.70;0.00><2; 52.20;0.20;0.00>"
2741,4,3,34.29,34.70,0.01,1,0.41,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.3;34.5;34.7;,0.15;0.25;,"<4;34.30;0;0><5; 34.45;0.15;0.00><3; 34.70;0.25;0.00>"
2742,2,1,34.29,34.70,0.01,1,0.41,1,1,1,1,15.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.3;34.4;34.7;,0.15;0.25;,"<2;34.30;0;0><5; 34.45;0.15;0.00><1; 34.70;0.25;0.00>"
2743,3,4,34.29,35.80,0.01,1,1.51,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.3;35.5;35.8;,1.20;0.30;,"<3;34.30;0;0><5; 35.50;1.20;0.00><4; 35.80;0.30;0.00>"
2744,1,3,34.33,52.20,0.07,1,17.87,1,1,2,1,20.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,34.4;52.0;52.2;,17.60;0.20;,"<1;34.40;0;0><5; 52.00;17.60;0.00><3; 52.20;0.20;0.00>"
2745,2,4,34.33,34.70,0.07,1,0.37,1,1,1,1,15.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,34.4;34.5;34.7;,0.09;0.21;,"<2;34.40;0;0><5; 34.49;0.09;0.00><4; 34.70;0.21;0.00>"
2746,3,2,34.33,35.70,0.07,1,1.37,1,1,1,1,30.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,34.4;35.5;35.7;,1.10;0.20;,"<3;34.40;0;0><5; 35.50;1.10;0.00><2; 35.70;0.20;0.00>"
2747,4,1,34.33,34.70,0.07,1,0.37,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,34.4;34.5;34.7;,0.10;0.20;,"<4;34.40;0;0><5; 34.50;0.10;0.00><1; 34.70;0.20;0.00>"
2748,1,2,34.35,52.20,0.05,1,17.85,1,1,1,1,1.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.4;52.0;52.2;,17.60;0.20;,"<1;34.40;0;0><5; 52.00;17.60;0.00><2; 52.20;0.20;0.00>"
2749,2,1,34.35,34.70,0.05,1,0.35,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.4;34.5;34.7;,0.11;0.19;,"<2;34.40;0;0><5; 34.51;0.11;0.00><1; 34.70;0.19;0.00>"
2750,4,3,34.35,34.70,0.05,1,0.35,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.4;34.5;34.7;,0.11;0.19;,"<4;34.40;0;0><5; 34.51;0.11;0.00><3; 34.70;0.19;0.00>"
2751,3,4,34.35,35.80,0.05,1,1.45,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.4;35.5;35.8;,1.10;0.30;,"<3;34.40;0;0><5; 35.50;1.10;0.00><4; 35.80;0.30;0.00>"
2752,1,2,34.41,52.20,-0.01,1,17.79,1,1,2,1,5.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.4;52.0;52.2;,17.60;0.20;,"<1;34.40;0;0><5; 52.00;17.60;0.00><2; 52.20;0.20;0.00>"
2753,2,1,34.41,34.80,-0.01,1,0.39,1,1,1,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.4;34.6;34.8;,0.17;0.23;,"<2;34.40;0;0><5; 34.57;0.17;0.00><1; 34.80;0.23;0.00>"
2754,4,3,34.41,34.80,-0.01,1,0.39,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.4;34.6;34.8;,0.17;0.23;,"<4;34.40;0;0><5; 34.57;0.17;0.00><3; 34.80;0.23;0.00>"
2755,3,4,34.41,35.80,-0.01,1,1.39,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.4;35.5;35.8;,1.10;0.30;,"<3;34.40;0;0><5; 35.50;1.10;0.00><4; 35.80;0.30;0.00>"
2756,1,2,34.47,52.30,0.03,1,17.83,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.5;52.0;52.3;,17.50;0.30;,"<1;34.50;0;0><5; 52.00;17.50;0.00><2; 52.30;0.30;0.00>"
2757,3,4,34.47,35.90,0.03,1,1.43,1,1,1,1,40.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.5;35.5;35.9;,1.00;0.40;,"<3;34.50;0;0><5; 35.50;1.00;0.00><4; 35.90;0.40;0.00>"
2758,2,1,34.47,34.80,0.03,1,0.33,1,1,1,1,1.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.5;34.6;34.8;,0.13;0.17;,"<2;34.50;0;0><5; 34.63;0.13;0.00><1; 34.80;0.17;0.00>"
2759,4,3,34.47,34.80,0.03,1,0.33,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.5;34.6;34.8;,0.13;0.17;,"<4;34.50;0;0><5; 34.63;0.13;0.00><3; 34.80;0.17;0.00>"
2760,1,2,34.53,52.30,0.07,1,17.77,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.6;52.0;52.3;,17.40;0.30;,"<1;34.60;0;0><5; 52.00;17.40;0.00><2; 52.30;0.30;0.00>"
2761,4,3,34.53,34.90,0.07,1,0.37,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.6;34.7;34.9;,0.09;0.21;,"<4;34.60;0;0><5; 34.69;0.09;0.00><3; 34.90;0.21;0.00>"
2762,3,4,34.53,35.90,0.07,1,1.37,1,1,1,1,60.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,34.6;35.6;35.9;,1.00;0.30;,"<3;34.60;0;0><5; 35.60;1.00;0.00><4; 35.90;0.30;0.00>"
2763,2,1,34.53,34.90,0.07,1,0.37,1,1,1,1,20.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,34.6;34.7;34.9;,0.09;0.21;,"<2;34.60;0;0><5; 34.69;0.09;0.00><1; 34.90;0.21;0.00>"
2764,4,3,34.59,35.00,0.01,1,0.41,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,34.6;34.8;35.0;,0.15;0.25;,"<4;34.60;0;0><5; 34.75;0.15;0.00><3; 35.00;0.25;0.00>"
2765,1,2,34.59,52.30,0.01,1,17.71,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,34.6;52.0;52.3;,17.40;0.30;,"<1;34.60;0;0><5; 52.00;17.40;0.00><2; 52.30;0.30;0.00>"
